filename,pixel size(mm),head circumference (mm)
051_HC.png,0.061876193,71.96
052_HC.png,0.087524365,71.91
053_HC.png,0.107659571,75.88
054_HC.png,0.056179775,73.03
055_HC.png,0.073631792,79
056_HC.png,0.064413922,69.86
057_HC.png,0.052229166,74.61
058_HC.png,0.077068008,69.64
059_HC.png,0.077570851,76.2
060_HC.png,0.098595982,80.7
061_2HC.png,0.06306629,75.23
061_HC.png,0.082828641,70.11
062_HC.png,0.073931375,74.6
063_2HC.png,0.114488642,72.96
063_3HC.png,0.088256577,80.3
063_HC.png,0.114393939,69.76
064_2HC.png,0.06963306,80.85
064_HC.png,0.069859309,77.75
065_HC.png,0.085099612,76.3
066_2HC.png,0.068687641,81.44
066_HC.png,0.068653267,77.18
067_HC.png,0.101268614,74.31
068_2HC.png,0.06063253,84.96
068_HC.png,0.060638699,83.37
069_HC.png,0.064111467,72
070_HC.png,0.095561902,72.51
071_HC.png,0.127615386,72.7
072_HC.png,0.068466112,76.41
073_HC.png,0.062410716,76.29
074_HC.png,0.068276855,75.8
075_HC.png,0.094553007,84.64
076_HC.png,0.091438434,79.35
077_HC.png,0.092153996,75.95
078_HC.png,0.062732369,78.08
079_HC.png,0.095778612,82.28
080_HC.png,0.054731881,75.9
081_HC.png,0.083263889,71.91
082_2HC.png,0.117036645,65.71
082_HC.png,0.117190453,73.98
083_2HC.png,0.061148834,88.17
083_HC.png,0.06108715,82.58
084_HC.png,0.073391905,76.63
085_HC.png,0.108953805,79.47
086_HC.png,0.104864041,75.75
087_HC.png,0.065165216,79.09
088_2HC.png,0.117527538,95.71
088_HC.png,0.077922456,80.72
089_HC.png,0.077576399,73.7
090_HC.png,0.063470753,74.13
091_HC.png,0.057478828,76.1
092_HC.png,0.075369075,77.56
093_2HC.png,0.06238487,76.16
093_HC.png,0.067034189,79.04
094_HC.png,0.130954793,77.59
095_HC.png,0.064368966,77.7
096_HC.png,0.128153845,75.64
097_HC.png,0.068972601,72.65
098_HC.png,0.078804689,78.5
099_HC.png,0.089726193,75.3
100_2HC.png,0.12903377,82.64
100_HC.png,0.065250962,74.73
101_HC.png,0.062606707,81.57
102_2HC.png,0.063241822,77.2
102_HC.png,0.067186416,76.8
103_HC.png,0.103414341,84.21
104_HC.png,0.063052868,84.39
105_HC.png,0.07437811,80.52
106_HC.png,0.075909089,78.3
107_2HC.png,0.061862932,77.42
107_HC.png,0.065789474,77.71
108_2HC.png,0.113890239,94.35
108_3HC.png,0.098110087,83.42
108_HC.png,0.113745169,94.8
109_HC.png,0.05767899,82.49
110_HC.png,0.160304664,89.8
111_HC.png,0.061445784,83.6
112_HC.png,0.10522044,86.4
113_HC.png,0.097104334,87.32
114_HC.png,0.131386393,82.33
115_HC.png,0.107903929,77.52
116_HC.png,0.104077744,82.05
117_HC.png,0.109634995,80.88
118_HC.png,0.101576995,76.6
119_HC.png,0.114303976,80.32
120_HC.png,0.074836496,88.81
121_2HC.png,0.060675611,79.05
121_HC.png,0.060706117,79.86
122_HC.png,0.113811195,90.83
123_HC.png,0.101503182,92.36
124_2HC.png,0.065526315,90.3
124_HC.png,0.075365198,95.3
125_2HC.png,0.064771179,83.96
125_3HC.png,0.065421827,84.11
125_HC.png,0.064738072,88.51
126_2HC.png,0.059635852,85.44
126_3HC.png,0.059487951,82.93
126_HC.png,0.059440927,79.53
127_HC.png,0.123303285,93.27
128_HC.png,0.102594446,94.31
129_HC.png,0.129840405,98.72
130_HC.png,0.114776629,96.8
131_HC.png,0.07985099,98.37
132_HC.png,0.128234594,86.96
133_2HC.png,0.097008542,99.4
133_3HC.png,0.148991592,105.62
133_4HC.png,0.092659416,97
133_HC.png,0.094916652,103.85
134_HC.png,0.103737116,97.52
135_HC.png,0.103247424,100.11
136_2HC.png,0.091451049,104.67
136_HC.png,0.072571385,100.83
137_HC.png,0.114476803,97.25
138_2HC.png,0.10147307,132.49
138_HC.png,0.101335535,135.06
139_HC.png,0.074358209,97.1
140_HC.png,0.170602583,98.2
141_2HC.png,0.083271926,95.3
141_HC.png,0.072990803,92.6
142_HC.png,0.110606995,107.99
143_2HC.png,0.086366534,81.12
143_HC.png,0.109918597,102.83
144_2HC.png,0.091927085,95.63
144_HC.png,0.091928547,98.67
145_HC.png,0.115162793,99.4
146_2HC.png,0.083498349,101.5
146_HC.png,0.095342852,99.7
147_HC.png,0.081902288,101.14
148_HC.png,0.089267114,96.1
149_HC.png,0.074477614,99.4
150_HC.png,0.132236841,88.5
151_HC.png,0.125787497,100.54
152_HC.png,0.091015469,94.28
153_HC.png,0.084228814,99.34
154_HC.png,0.085062486,98.94
155_HC.png,0.0768393,100.99
156_2HC.png,0.091170029,108.25
156_HC.png,0.082675473,103.65
157_HC.png,0.137064571,105.5
158_HC.png,0.083802591,103.9
159_HC.png,0.078653274,104.9
160_HC.png,0.114374445,101.18
161_HC.png,0.089474587,104.3
162_HC.png,0.088075138,106.52
163_HC.png,0.142931155,111.5
164_2HC.png,0.094378928,120.29
164_HC.png,0.095214287,119.77
165_HC.png,0.093129962,112.7
166_HC.png,0.190514991,116.75
167_HC.png,0.102140368,123.55
168_HC.png,0.100516665,121.3
169_HC.png,0.099634147,123.17
170_HC.png,0.111903456,122
171_HC.png,0.102150452,121.31
172_HC.png,0.12305078,122.86
173_HC.png,0.201936021,120.1
174_HC.png,0.107113782,116.6
175_HC.png,0.083087429,121.49
176_HC.png,0.087638215,118.17
177_HC.png,0.11246917,123.32
178_2HC.png,0.076717441,100.7
178_HC.png,0.136271119,126.2
179_HC.png,0.081225009,122
180_HC.png,0.114951298,131.15
181_HC.png,0.122232641,129.33
182_HC.png,0.202050354,134
183_HC.png,0.098995496,123.42
184_HC.png,0.182793814,125.2
185_HC.png,0.081377049,105
186_HC.png,0.082490542,130.5
187_HC.png,0.221207208,146.7
188_HC.png,0.157175474,131.1
189_HC.png,0.11655813,125.25
190_HC.png,0.087396801,135.4
191_HC.png,0.084555392,137.3
192_2HC.png,0.145303484,155.6
192_HC.png,0.145568225,146.2
193_2HC.png,0.202131295,160
193_HC.png,0.157121941,152.4
194_HC.png,0.114704086,150.37
195_2HC.png,0.102708011,156.27
195_HC.png,0.104028701,150.54
196_HC.png,0.194799235,160.78
197_HC.png,0.104261947,163.4
198_2HC.png,0.109954601,155.34
198_HC.png,0.10994606,155.34
199_HC.png,0.114403408,160.72
200_HC.png,0.13186574,167.11
201_HC.png,0.094719428,154.3
202_HC.png,0.118009048,156.9
203_2HC.png,0.134624122,147.9
203_3HC.png,0.11792103,146.4
203_4HC.png,0.128613389,156.4
203_HC.png,0.163398789,145.7
204_HC.png,0.113186396,149.1
205_HC.png,0.104727559,156.55
206_HC.png,0.115799419,159.53
207_HC.png,0.108375141,155.8
208_HC.png,0.138268736,171.21
209_HC.png,0.158554874,163.1
210_2HC.png,0.120340969,163.26
210_HC.png,0.111003366,165.58
211_HC.png,0.1016246,151.8
212_HC.png,0.098549478,160.4
213_2HC.png,0.109641306,153.4
213_HC.png,0.108878418,157.7
214_HC.png,0.104589649,165.67
215_HC.png,0.134585878,154.6
216_HC.png,0.202570722,164.8
217_HC.png,0.122675765,171.8
218_HC.png,0.130134403,171.98
219_HC.png,0.108877978,155.27
220_2HC.png,0.114341202,158.95
220_HC.png,0.114328062,162.06
221_HC.png,0.120450116,167
222_HC.png,0.093730221,159.3
223_2HC.png,0.153680931,172.09
223_HC.png,0.122524674,168.51
224_HC.png,0.120650903,164.08
225_2HC.png,0.10715425,161.6
225_HC.png,0.106369682,159.9
226_HC.png,0.130539991,169.48
227_2HC.png,0.124950282,176.8
227_HC.png,0.124892771,173.2
228_HC.png,0.134110362,166.78
229_2HC.png,0.112601329,155.95
229_HC.png,0.148918401,156.6
230_2HC.png,0.092351045,159.89
230_HC.png,0.092348009,158.52
231_HC.png,0.104773281,170.96
232_HC.png,0.109484364,165.6
233_HC.png,0.177475895,161.8
234_HC.png,0.235922478,176.3
235_2HC.png,0.134443472,168.3
235_HC.png,0.134555311,170.78
236_HC.png,0.137166671,168.1
237_2HC.png,0.109902219,154.43
237_3HC.png,0.124166667,167.17
237_HC.png,0.108085553,154.5
238_HC.png,0.161260078,160.4
239_HC.png,0.106408152,168.93
240_HC.png,0.1255375,165.04
241_HC.png,0.136432438,162.71
242_HC.png,0.148925676,169.65
243_2HC.png,0.123100179,159.13
243_3HC.png,0.175530708,165.68
243_HC.png,0.175530708,165.68
244_HC.png,0.144493358,174.13
245_2HC.png,0.102841647,159.47
245_3HC.png,0.102982728,156.76
245_HC.png,0.102867472,159.56
246_HC.png,0.166212122,176.28
247_HC.png,0.116366952,172.2
248_HC.png,0.107390158,170.35
249_HC.png,0.104322607,166.94
250_HC.png,0.159354835,172.71
251_HC.png,0.116375976,168.32
252_HC.png,0.1223885,169.4
253_HC.png,0.11535106,166.89
254_HC.png,0.126939695,170.5
255_HC.png,0.114313947,161.99
256_HC.png,0.123543638,175.3
257_HC.png,0.14891912,171.26
258_HC.png,0.148937439,175.4
259_HC.png,0.113239959,171.6
260_2HC.png,0.114338452,158.81
260_HC.png,0.114464083,163.37
261_HC.png,0.118087334,163.64
262_HC.png,0.09721359,163.87
263_HC.png,0.111866673,162.33
264_HC.png,0.107433758,165.28
265_HC.png,0.108177753,168.92
266_HC.png,0.125963241,171.25
267_HC.png,0.141596641,168.9
268_HC.png,0.106079027,167.38
269_HC.png,0.130278115,174.8
270_HC.png,0.159211707,178.06
271_2HC.png,0.129558398,163.31
271_HC.png,0.12939337,165
272_HC.png,0.15816072,177.76
273_HC.png,0.152752381,170.7
274_HC.png,0.134451695,172.74
275_HC.png,0.123600855,174.04
276_2HC.png,0.127907388,182.93
276_HC.png,0.127992676,174.15
277_HC.png,0.132033041,164.45
278_2HC.png,0.125241235,171.6
278_HC.png,0.115194231,178
279_HC.png,0.103594052,169.9
280_HC.png,0.110854208,172.56
281_HC.png,0.140056809,178.3
282_HC.png,0.219130438,163.1
283_HC.png,0.094592976,148.9
284_HC.png,0.129572138,167.73
285_HC.png,0.101734692,166.8
286_HC.png,0.150871214,176.9
287_HC.png,0.12924121,173.9
288_HC.png,0.142185714,175
289_HC.png,0.156555697,183.79
290_HC.png,0.120803023,169.34
291_2HC.png,0.113171183,170.13
291_HC.png,0.103654762,174
292_HC.png,0.102673088,164.4
293_HC.png,0.125044644,168.5
294_2HC.png,0.136191652,166.89
294_HC.png,0.158440992,180.82
295_HC.png,0.106327312,171.26
296_HC.png,0.117948883,191.47
297_HC.png,0.136595852,174.89
298_HC.png,0.140243487,163.18
299_2HC.png,0.141834216,160.4
299_HC.png,0.138691697,161.7
300_2HC.png,0.142732918,183.73
300_HC.png,0.117419565,180.89
301_HC.png,0.147041521,169.7
302_HC.png,0.146450874,178
303_HC.png,0.118201212,171.2
304_HC.png,0.124407142,173.92
305_HC.png,0.135074403,178.44
306_HC.png,0.148986929,182.41
307_HC.png,0.123433064,173.65
308_HC.png,0.107926079,166.86
309_HC.png,0.117978212,175.9
310_HC.png,0.121394948,170.2
311_HC.png,0.144069774,173.4
312_2HC.png,0.127987701,170.6
312_HC.png,0.131218041,174.8
313_HC.png,0.124381945,179
314_HC.png,0.126990951,168.67
315_2HC.png,0.182668534,173.1
315_HC.png,0.201985378,174.1
316_HC.png,0.128043026,173.84
317_HC.png,0.104454247,163.9
318_HC.png,0.105205392,163.65
319_HC.png,0.139408708,171.1
320_HC.png,0.107832253,168.51
321_HC.png,0.108764768,172.9
322_HC.png,0.145277495,174.9
323_2HC.png,0.12024475,181.03
323_HC.png,0.106097263,175.08
324_HC.png,0.136863989,168.4
325_HC.png,0.103617764,165.9
326_HC.png,0.133804385,167.5
327_2HC.png,0.094301886,164.96
327_HC.png,0.094380997,163.11
328_HC.png,0.11247446,176.3
329_HC.png,0.129826543,172.3
330_HC.png,0.140277776,176.57
331_HC.png,0.136120158,167.07
332_HC.png,0.122829559,169.3
333_HC.png,0.106051729,166.4
334_HC.png,0.147324695,177.4
335_HC.png,0.119780217,170.84
336_HC.png,0.114601593,167.24
337_HC.png,0.119169369,175.62
338_HC.png,0.143367444,169
339_HC.png,0.116265929,176.18
340_2HC.png,0.132886093,175.09
340_HC.png,0.129034748,170.35
341_HC.png,0.138779647,177.71
342_HC.png,0.122521752,171.9
343_HC.png,0.120238094,174.09
344_HC.png,0.122326453,170.2
345_2HC.png,0.105793387,164.97
345_HC.png,0.130960683,165.45
346_HC.png,0.104822305,171
347_HC.png,0.110383835,164.05
348_HC.png,0.095661896,170.9
349_HC.png,0.141565442,165.24
350_HC.png,0.12508288,181.61
351_HC.png,0.144118633,172.1
352_2HC.png,0.111274322,176.68
352_HC.png,0.110612373,175.21
353_HC.png,0.142162808,178.27
354_HC.png,0.121674974,180.47
355_HC.png,0.157376043,180.6
356_HC.png,0.144935795,181.1
357_HC.png,0.121312767,169.73
358_HC.png,0.134737677,170.2
359_2HC.png,0.117375795,178.04
359_HC.png,0.125903949,178.28
360_2HC.png,0.124071039,182.08
360_HC.png,0.155726206,175.23
361_2HC.png,0.16407181,180.08
361_HC.png,0.168772956,184.76
362_HC.png,0.114250522,174.53
363_HC.png,0.129877421,180.3
364_2HC.png,0.139337679,173.2
364_HC.png,0.14252747,194.6
365_HC.png,0.145335653,174.79
366_HC.png,0.136268767,181.39
367_HC.png,0.132902704,166.85
368_HC.png,0.138930728,166.21
369_HC.png,0.134754366,180.87
370_HC.png,0.134799247,172
371_HC.png,0.132815948,168.13
372_HC.png,0.135712028,172.39
373_2HC.png,0.143984301,183.1
373_HC.png,0.144000002,178.3
374_HC.png,0.128389337,174.29
375_HC.png,0.127206231,161.36
376_2HC.png,0.15777573,171.8
376_HC.png,0.104434875,167.43
377_HC.png,0.109248667,172.26
378_HC.png,0.107782592,164.3
379_HC.png,0.119801348,169.68
380_HC.png,0.146630249,174.81
381_HC.png,0.13836907,170.44
382_2HC.png,0.109994697,165.74
382_HC.png,0.113898597,169.04
383_HC.png,0.140941373,171.02
384_2HC.png,0.121714938,160.21
384_HC.png,0.121789596,165.61
385_HC.png,0.133190594,171.12
386_HC.png,0.132256072,171.65
387_HC.png,0.108447204,174.76
388_HC.png,0.190535875,176.65
389_HC.png,0.109732916,177.4
390_HC.png,0.122206153,177.06
391_HC.png,0.14416601,180.72
392_2HC.png,0.145446991,174.99
392_3HC.png,0.145446991,174.99
392_HC.png,0.145446991,174.99
393_HC.png,0.103252177,172.93
394_2HC.png,0.118185331,184.6
394_HC.png,0.125482336,184.5
395_HC.png,0.10620868,176.7
396_HC.png,0.166408042,173.13
397_HC.png,0.113118609,167.7
398_HC.png,0.139695605,167.28
399_2HC.png,0.127850213,175.87
399_HC.png,0.137776203,173.96
400_HC.png,0.126295179,168.35
401_HC.png,0.116422703,170.08
402_HC.png,0.126866736,178.4
403_2HC.png,0.13065037,173.2
403_HC.png,0.132229234,174.76
404_2HC.png,0.123728201,170.1
404_HC.png,0.235595235,189.1
405_HC.png,0.172744989,177
406_HC.png,0.135628807,173.3
407_HC.png,0.11554743,177.02
408_HC.png,0.101309425,172
409_HC.png,0.106472703,166.72
410_2HC.png,0.141754661,182.48
410_HC.png,0.157291666,180.43
411_HC.png,0.105820495,173.7
412_HC.png,0.114197623,164.41
413_HC.png,0.113854381,172.19
414_HC.png,0.137598043,168.33
415_HC.png,0.141517293,176.57
416_HC.png,0.117165696,160.6
417_HC.png,0.124411762,169.84
418_HC.png,0.139222526,179.66
419_HC.png,0.150024439,183.5
420_HC.png,0.1161371,171.5
421_HC.png,0.114982388,173.16
422_HC.png,0.123148415,165.75
423_HC.png,0.116873453,181.76
424_HC.png,0.139504423,176.6
425_2HC.png,0.116697675,166.74
425_HC.png,0.116681595,162.25
426_2HC.png,0.100055945,142.25
426_3HC.png,0.100098586,142.34
426_4HC.png,0.124259554,155.6
426_HC.png,0.100013697,145.19
427_HC.png,0.114904574,183.58
428_HC.png,0.110678295,170.9
429_HC.png,0.133311478,182.87
430_HC.png,0.123868056,178.66
431_2HC.png,0.108814952,163.95
431_HC.png,0.10878677,166.41
432_HC.png,0.116587836,177.9
433_HC.png,0.188504727,173.3
434_2HC.png,0.109579628,167.75
434_HC.png,0.109593855,167.99
435_HC.png,0.13489575,174.4
436_HC.png,0.102211869,173.3
437_2HC.png,0.134648648,174.63
437_HC.png,0.11311189,181.23
438_HC.png,0.129282047,169.72
439_HC.png,0.134251561,181.56
440_2HC.png,0.193703264,165.8
440_HC.png,0.209512189,180.4
441_HC.png,0.118731502,176.52
442_HC.png,0.125072256,173.21
443_HC.png,0.165670296,183.12
444_2HC.png,0.131225562,174.3
444_HC.png,0.137323514,178.97
445_HC.png,0.111502528,176.2
446_HC.png,0.118132397,171.69
447_HC.png,0.141787708,177.98
448_HC.png,0.106134129,171.04
449_HC.png,0.149000322,180.3
450_HC.png,0.111369054,168.7
451_HC.png,0.137176105,165.67
452_HC.png,0.114827495,167.75
453_2HC.png,0.126892733,166.8
453_HC.png,0.113842975,176
454_HC.png,0.121188135,169.7
455_HC.png,0.147965165,185.6
456_HC.png,0.157039613,188.8
457_2HC.png,0.182146253,191.72
457_HC.png,0.134174582,183.49
458_HC.png,0.113500777,176.33
459_HC.png,0.145727124,178.31
460_HC.png,0.130189245,169.9
461_HC.png,0.111415346,169.27
462_2HC.png,0.110138668,168.55
462_HC.png,0.119430522,171.94
463_HC.png,0.136702705,171.1
464_HC.png,0.117414178,169.61
465_HC.png,0.156077398,171.38
466_HC.png,0.128560448,176.31
467_HC.png,0.202178594,175.9
468_2HC.png,0.125157103,183.62
468_HC.png,0.118279989,181.9
469_2HC.png,0.132625297,166.7
469_HC.png,0.129041504,168.4
470_HC.png,0.124254145,180.55
471_2HC.png,0.132752688,177.52
471_HC.png,0.112276567,186.52
472_HC.png,0.140156647,173.08
473_HC.png,0.129012893,173.85
474_HC.png,0.137033267,175.08
475_HC.png,0.143284168,184.29
476_HC.png,0.115415817,170.9
477_HC.png,0.112683285,184.4
478_HC.png,0.11188221,184.1
479_2HC.png,0.113811683,175
479_HC.png,0.113795969,177.8
480_HC.png,0.123594366,178.99
481_HC.png,0.121827896,177.85
482_2HC.png,0.134905689,172.89
482_3HC.png,0.113471198,171.16
482_HC.png,0.130932959,175.31
483_2HC.png,0.123047334,168.86
483_HC.png,0.122973352,174.44
484_HC.png,0.119845697,179.66
485_HC.png,0.116363999,177.9
486_2HC.png,0.134605741,193.79
486_HC.png,0.134455956,192.29
487_HC.png,0.122422401,176.53
488_HC.png,0.239245579,179.5
489_HC.png,0.133363644,176.36
490_2HC.png,0.123585389,191.9
490_HC.png,0.123678887,189.1
491_HC.png,0.128183762,179.84
492_HC.png,0.118678638,170.41
493_HC.png,0.121036586,171.35
494_HC.png,0.133893353,183.85
495_2HC.png,0.18782651,193.1
495_3HC.png,0.132723106,185.71
495_4HC.png,0.187924372,194.6
495_HC.png,0.218944083,195.9
496_HC.png,0.146705885,174.77
497_HC.png,0.144260798,173.77
498_HC.png,0.119047619,176.68
499_2HC.png,0.133310731,177
499_HC.png,0.131489744,177.13
500_HC.png,0.15501746,177.58
501_HC.png,0.14885792,173.3
502_HC.png,0.117650406,186.63
503_HC.png,0.128429104,166.6
504_HC.png,0.129272265,174.7
505_HC.png,0.108242754,179.11
506_HC.png,0.133120879,180.8
507_2HC.png,0.130545113,166.73
507_HC.png,0.130545113,166.73
508_HC.png,0.137442922,174.6
509_HC.png,0.125513509,185.7
510_HC.png,0.109844013,179.59
511_HC.png,0.122300634,178.73
512_HC.png,0.106965405,180.2
513_HC.png,0.106038274,178.52
514_HC.png,0.134337617,181
515_HC.png,0.134642374,180.29
516_HC.png,0.131090009,174.87
517_HC.png,0.119899895,176.9
518_HC.png,0.177645854,189.2
519_HC.png,0.149295188,180.6
520_HC.png,0.11467362,174.15
521_HC.png,0.111136079,178.2
522_HC.png,0.117773351,177.39
523_HC.png,0.172240416,178.6
524_HC.png,0.141572952,186.49
525_HC.png,0.128357242,177.09
526_2HC.png,0.144927536,185.83
526_HC.png,0.146471972,182.8
527_HC.png,0.120836613,184.36
528_HC.png,0.124201387,178.5
529_HC.png,0.117671712,173.65
530_HC.png,0.127553115,174.06
531_2HC.png,0.139420629,175.45
531_HC.png,0.139493098,177.82
532_2HC.png,0.152666009,185.12
532_HC.png,0.139391091,177.5
533_HC.png,0.144827315,184.1
534_HC.png,0.112870275,176.16
535_HC.png,0.129622588,179.88
536_HC.png,0.103967699,177.38
537_HC.png,0.157579817,184.84
538_HC.png,0.113655302,179.19
539_HC.png,0.158386827,187.77
540_HC.png,0.121361134,184.25
541_2HC.png,0.120633395,175.13
541_HC.png,0.09859105,167.4
542_HC.png,0.132962403,177.28
543_HC.png,0.130406107,189.87
544_2HC.png,0.131893268,180
544_HC.png,0.117490028,171.4
545_2HC.png,0.134808437,181.52
545_HC.png,0.142273426,185.05
546_HC.png,0.113707754,190.9
547_2HC.png,0.141874484,172.3
547_HC.png,0.141839768,172.7
548_HC.png,0.108204374,176.23
549_HC.png,0.121102551,169.48
550_HC.png,0.12089693,153.8
551_HC.png,0.10805417,182
552_HC.png,0.116026291,184.3
553_HC.png,0.134660722,186.81
554_HC.png,0.110151516,174.7
555_HC.png,0.119167935,188.59
556_2HC.png,0.145175543,187.2
556_HC.png,0.145238102,182.3
557_HC.png,0.127823391,177
558_HC.png,0.136381968,183.13
559_HC.png,0.10874423,179
560_HC.png,0.123075349,180.78
561_2HC.png,0.120117906,179.52
561_3HC.png,0.138011078,165.17
561_HC.png,0.135623587,176.61
562_HC.png,0.159359754,178.85
563_HC.png,0.126554302,181.73
564_HC.png,0.126442358,184.6
565_HC.png,0.131190788,198.7
566_2HC.png,0.118426915,185.41
566_HC.png,0.118393515,180.8
567_2HC.png,0.112534909,172.78
567_HC.png,0.112553272,174.16
568_HC.png,0.132402244,176.44
569_HC.png,0.103333918,177.78
570_2HC.png,0.130410334,188.97
570_3HC.png,0.133755924,192.47
570_HC.png,0.133883542,189.26
571_HC.png,0.13010615,175.8
572_HC.png,0.115680868,171.81
573_HC.png,0.165555557,181.63
574_2HC.png,0.120377328,172.92
574_HC.png,0.133044265,177.91
575_HC.png,0.190673631,171.79
576_HC.png,0.126191527,172.9
577_HC.png,0.123549023,174.32
578_HC.png,0.109660483,179.6
579_HC.png,0.129329608,180.44
580_HC.png,0.147650347,178.83
581_HC.png,0.128197922,177.99
582_HC.png,0.120847029,182.17
583_2HC.png,0.154738454,182.99
583_HC.png,0.150510542,182.97
584_HC.png,0.202031063,185.6
585_HC.png,0.113909813,187.51
586_HC.png,0.144920298,183.1
587_2HC.png,0.151374205,171.97
587_HC.png,0.168007453,180.61
588_2HC.png,0.112928274,172.13
588_HC.png,0.156303272,175.84
589_HC.png,0.130817929,184.5
590_HC.png,0.166405956,179.04
591_HC.png,0.117389601,179.9
592_2HC.png,0.124058992,176.33
592_HC.png,0.109154595,180.65
593_HC.png,0.151779706,189.92
594_HC.png,0.142923764,192.6
595_HC.png,0.140897549,188.79
596_HC.png,0.13069432,175.76
597_HC.png,0.118996416,186.3
598_HC.png,0.124682434,184.33
599_HC.png,0.13852689,186.91
600_HC.png,0.122116019,185.44
601_HC.png,0.106324845,182.88
602_HC.png,0.146785598,182.49
603_HC.png,0.141838908,185.94
604_HC.png,0.148790023,159.9
605_HC.png,0.187901568,183.7
606_HC.png,0.23896697,186.2
607_HC.png,0.135909432,185.5
608_HC.png,0.132505658,187.2
609_2HC.png,0.129519884,197.72
609_HC.png,0.129474096,197.95
610_HC.png,0.235891002,193.1
611_HC.png,0.112429791,184.4
612_HC.png,0.14296467,186.25
613_2HC.png,0.127867743,170.47
613_3HC.png,0.190598288,169.4
613_HC.png,0.134597582,179.99
614_HC.png,0.134702977,196.86
615_HC.png,0.111789081,178.15
616_HC.png,0.126909369,185.4
617_2HC.png,0.145147057,197.72
617_HC.png,0.145177692,189.78
618_2HC.png,0.192696108,202.7
618_HC.png,0.157023352,198.9
619_HC.png,0.115914962,196.9
620_HC.png,0.129699783,200.5
621_HC.png,0.121742705,193.06
622_HC.png,0.131968809,189.41
623_HC.png,0.144005895,196
624_HC.png,0.166422556,197.77
625_HC.png,0.163225801,199.3
626_HC.png,0.163426995,196.48
627_HC.png,0.221732656,193
628_2HC.png,0.131861364,204.9
628_HC.png,0.111246652,182.6
629_HC.png,0.129233369,198.56
630_2HC.png,0.190632435,191.9
630_HC.png,0.134729727,189.4
631_2HC.png,0.23573654,210.86
631_HC.png,0.141005295,213.47
632_HC.png,0.1159361,197.9
633_HC.png,0.127987953,182.7
634_HC.png,0.20214654,204.3
635_HC.png,0.162137497,199.5
636_HC.png,0.202115569,204.6
637_HC.png,0.393280178,172.69
638_HC.png,0.240801013,205.7
639_2HC.png,0.260484188,206.9
639_HC.png,0.259912974,214.4
640_HC.png,0.139156265,186.89
641_HC.png,0.159568892,212.1
642_HC.png,0.146920742,212.86
643_HC.png,0.119858483,213.6
644_HC.png,0.14376373,209.06
645_HC.png,0.202061865,194.6
646_HC.png,0.151038965,208.91
647_HC.png,0.202060492,220.9
648_2HC.png,0.147688091,215.46
648_HC.png,0.151793722,223.5
649_HC.png,0.137468576,218.7
650_HC.png,0.213176748,201.9
651_HC.png,0.149010315,214
652_2HC.png,0.16285158,222.28
652_HC.png,0.163500597,219.09
653_HC.png,0.235823152,231.5
654_HC.png,0.140807182,225.8
655_HC.png,0.157234706,192.6
656_HC.png,0.141272962,221.3
657_2HC.png,0.148152166,231.2
657_HC.png,0.150338935,209.2
658_HC.png,0.263785626,217.88
659_HC.png,0.211958911,231.6
660_HC.png,0.13951482,224
661_HC.png,0.139967021,219.8
662_HC.png,0.14935795,216.8
